nr,date,total_1,total_2,truck_1,truck_2,name,land,type,roadid,lat,lng
3455,1451937600,699,929,253,325,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451941200,534,863,211,340,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451944800,425,634,182,256,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451948400,390,469,215,189,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451952000,296,384,192,186,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451955600,309,241,194,140,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451959200,278,193,199,108,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451962800,302,201,239,125,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451966400,284,189,220,133,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451970000,321,260,230,171,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451973600,500,337,299,214,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451977200,706,552,277,279,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451905200,1017,1091,230,287,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451908800,1137,1445,260,328,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451912400,1167,1693,261,372,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451980800,888,726,311,267,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451984400,909,763,316,270,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451988000,1027,768,372,292,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451991600,945,866,309,324,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451995200,1031,823,377,276,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452009600,1111,1796,387,555,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452013200,1164,1441,439,433,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452016800,1054,1404,379,391,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452020400,823,1368,330,453,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452024000,666,1138,299,459,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452027600,478,789,199,338,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452031200,450,491,193,234,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452034800,359,518,183,245,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452038400,339,563,219,251,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452042000,319,364,219,240,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452045600,314,273,232,199,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452049200,291,235,234,187,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452052800,294,266,240,191,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452056400,380,322,267,235,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452060000,551,400,342,261,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452063600,924,599,437,326,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452067200,1073,855,395,362,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452070800,1062,925,379,374,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1451998800,1034,864,338,271,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452002400,1108,1379,352,448,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452006000,1115,1678,405,399,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452074400,1008,979,350,430,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452078000,892,1081,321,445,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452081600,987,1361,322,464,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452085200,1112,1558,394,485,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452088800,1045,1594,340,465,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452103200,1173,1471,441,454,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452106800,974,1254,369,454,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452110400,723,853,299,348,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452114000,536,642,230,315,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452117600,431,486,197,236,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452121200,384,413,225,193,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452124800,349,299,203,191,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452128400,321,239,232,170,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452132000,296,196,223,151,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452135600,246,184,196,148,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452139200,267,206,215,144,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452142800,342,219,253,175,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452146400,583,335,366,229,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452150000,917,610,424,327,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452153600,1144,863,407,314,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452157200,1147,947,402,314,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452160800,1004,940,343,341,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452164400,1004,996,348,382,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452092400,1315,1493,494,486,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452096000,1236,1560,428,491,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452099600,1197,1663,436,505,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452168000,1026,1107,364,380,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452171600,1140,1328,375,456,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452175200,1107,1365,373,451,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452178800,1095,1409,398,438,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452182400,1111,1491,351,463,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452196800,768,743,274,326,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452200400,472,611,155,275,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452204000,532,493,189,272,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452207600,321,276,162,151,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452211200,459,327,271,188,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452214800,292,198,213,124,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452218400,293,210,210,138,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452222000,244,164,188,128,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452225600,244,200,200,132,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452229200,322,276,217,221,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452232800,551,352,293,234,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452236400,889,538,385,288,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452240000,1030,790,366,302,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452243600,1017,786,335,272,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452247200,1039,873,329,324,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452250800,1058,1032,333,339,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452254400,1165,1422,335,411,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452258000,1319,1599,301,364,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452186000,1224,1590,400,490,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452189600,1081,1349,363,382,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452193200,928,1064,296,347,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452261600,1534,1706,323,320,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452265200,1575,2072,315,410,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452276000,1483,1744,240,314,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452272400,1488,1733,279,309,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452283200,948,1012,228,249,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452286800,704,766,167,228,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452290400,589,542,166,212,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452297600,363,397,178,150,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452294000,441,455,188,183,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452301200,322,264,182,115,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452279600,1344,1382,248,274,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452312000,192,231,125,151,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452315600,196,156,134,92,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452319200,285,210,150,110,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452322800,334,345,162,129,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452326400,515,452,186,140,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452330000,669,589,169,131,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452333600,934,770,152,153,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452304800,293,194,185,103,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452308400,215,144,143,75,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452268800,1522,2023,328,341,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452337200,1166,990,154,152,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452340800,1206,1169,132,143,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452344400,1226,1294,119,147,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452348000,1245,1253,105,128,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452351600,1090,1287,113,123,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452362400,791,1060,77,66,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452366000,657,853,80,68,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452369600,513,661,67,50,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452373200,447,520,83,44,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452380400,262,323,34,65,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452376800,354,335,58,56,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452355200,1058,1240,127,122,Groß Ippener,NI,A,1,52.92122781,8.47952539
3455,1452358800,909,1121,115,91,Groß Ippener,NI,A,1,52.92122781,8.47952539
3456,1451865600,526,924,155,190,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451876400,259,442,145,212,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451872800,260,403,131,173,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451883600,542,600,282,244,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451880000,324,418,200,225,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451887200,1024,1472,297,301,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451869200,334,566,154,183,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451890800,1833,2316,334,354,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451905200,2013,2273,416,476,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451908800,2258,2756,436,537,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451912400,2335,2935,451,503,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451916000,2475,3070,471,579,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451919600,2675,2925,454,613,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451923200,2729,2807,467,636,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451926800,2898,2862,488,578,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451930400,2691,2654,407,543,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451934000,1874,2161,388,442,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451937600,1318,1578,354,354,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451941200,1071,1296,316,332,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451944800,819,1092,266,301,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451948400,718,721,252,224,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451952000,486,527,239,215,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451955600,444,373,250,161,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451959200,348,335,237,175,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451962800,315,318,221,182,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451966400,360,335,241,200,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451970000,453,486,284,259,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451894400,2406,3077,375,335,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451977200,1429,1877,385,452,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451973600,749,1275,310,385,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451984400,1672,1883,427,397,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451980800,1859,2436,414,426,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451988000,1565,1748,477,459,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451995200,1576,1701,466,490,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451991600,1624,1610,527,500,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451998800,1873,1896,512,499,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452002400,2103,2051,585,495,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452006000,2120,2710,463,718,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451898000,2206,2398,387,392,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452016800,2357,2735,486,605,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452020400,2000,2044,540,541,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452013200,2432,2648,497,589,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452024000,1268,1506,411,395,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452027600,934,1067,297,341,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452031200,766,945,236,295,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452034800,748,578,263,184,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452038400,459,1108,212,500,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452009600,2360,2060,555,598,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452049200,350,346,246,247,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452052800,419,406,306,263,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452056400,484,546,328,313,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452060000,922,1331,455,413,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452063600,1673,1873,529,476,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452067200,2363,2714,627,523,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452070800,2019,2377,535,598,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452074400,1842,2183,521,693,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452078000,1821,2108,550,650,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452081600,1945,2483,523,665,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452085200,2167,2722,499,699,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452088800,2344,2858,556,684,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452092400,2730,2766,593,744,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452096000,2797,2836,657,677,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452042000,396,480,248,235,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452099600,3041,3180,601,658,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452103200,2861,2865,577,636,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452106800,2219,2199,498,528,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452110400,1438,1534,390,441,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452114000,1039,1059,348,312,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452045600,387,361,262,205,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1451901600,2098,2146,406,442,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452121200,777,715,277,255,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452117600,850,838,262,262,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452124800,494,466,250,202,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452128400,377,315,237,167,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452132000,354,333,247,213,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452142800,481,452,330,255,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452146400,944,1215,421,344,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452150000,1803,2011,515,468,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452153600,2571,2965,583,503,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452157200,2363,2588,599,463,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452160800,2074,2172,586,562,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452164400,1931,1983,536,555,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452168000,2015,2326,571,632,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452171600,2176,2449,543,678,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452175200,2514,2606,600,685,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452178800,2673,2691,529,678,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452182400,2910,2876,558,667,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452186000,3113,3035,534,636,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452189600,2757,2650,536,508,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452193200,1932,2021,454,492,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452196800,1258,1332,334,416,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452200400,931,1009,300,340,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452204000,676,748,207,287,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452135600,305,263,230,184,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452214800,435,335,259,168,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452218400,348,284,220,144,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452211200,556,447,265,192,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452222000,330,270,221,191,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452225600,322,332,233,219,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452229200,410,498,255,280,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452207600,739,432,224,183,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452139200,308,316,227,204,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452240000,2437,2628,549,448,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452243600,2149,2348,533,472,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452247200,1954,2072,498,565,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452232800,884,1310,353,411,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452236400,1669,1910,477,463,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452254400,2494,2602,542,572,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452250800,2065,2196,509,595,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452258000,3028,3146,503,549,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452261600,3479,3008,500,480,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452265200,3682,3578,497,546,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452276000,3063,3166,373,424,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452279600,2674,2633,366,355,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452283200,1867,1922,324,287,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452286800,1388,1309,250,252,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452290400,1077,1003,235,227,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452294000,935,791,223,183,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452297600,709,646,236,171,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452301200,533,398,211,141,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452304800,392,303,191,117,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452308400,327,347,150,182,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452312000,270,354,138,219,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452315600,284,297,153,156,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452322800,644,560,216,190,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452268800,3578,3763,452,514,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452326400,858,745,206,179,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452330000,1213,1060,220,209,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452333600,1674,1670,186,231,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452340800,2414,2520,177,189,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452337200,2115,2137,183,204,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452272400,3387,3488,402,494,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452319200,454,479,175,151,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452344400,2333,2740,125,186,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452348000,2528,2592,133,157,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452355200,2295,2611,131,151,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452351600,2526,2860,132,161,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452358800,2158,2298,128,103,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452366000,1558,1826,83,93,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452362400,2091,2118,102,111,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452369600,1246,1495,76,66,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452376800,704,774,76,80,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452373200,874,1052,89,51,Uphusen,NI,A,1,53.03604616,8.97084266
3456,1452380400,568,573,51,76,Uphusen,NI,A,1,53.03604616,8.97084266
3302,1451865600,460,602,97,183,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451869200,304,320,136,136,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451872800,208,194,110,101,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451876400,179,397,106,226,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451880000,238,260,155,149,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451883600,389,401,218,162,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451887200,713,710,261,198,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451890800,1074,1144,252,230,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451894400,1255,1504,271,234,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451905200,1353,1560,324,361,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451908800,1387,1956,291,412,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451912400,1446,2106,320,386,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451916000,1437,2103,324,482,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451919600,1501,2012,330,474,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451923200,1417,1951,289,499,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451926800,1478,1843,355,499,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451930400,1424,1666,306,433,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451934000,1182,1334,288,347,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451937600,855,984,201,315,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451941200,931,771,323,228,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451944800,569,575,213,188,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451948400,429,415,197,160,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451952000,395,286,203,128,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451955600,335,265,219,129,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451959200,280,191,196,113,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451966400,259,176,197,118,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451962800,262,199,182,133,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451970000,340,322,250,173,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451973600,484,536,270,261,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451977200,790,901,306,293,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451980800,911,1207,278,286,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451984400,1009,1208,291,287,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451991600,1120,1224,370,395,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451988000,959,1157,306,338,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451898000,1341,1364,273,255,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451998800,1042,806,332,274,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452002400,1665,2242,517,624,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452006000,1361,1807,387,551,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452009600,1423,1783,404,580,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452013200,1100,1405,286,387,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452016800,1283,1545,394,439,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451901600,1322,1429,280,329,Bockel,NI,A,1,53.19533776,9.2877355
3302,1451995200,1186,1325,414,382,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452027600,614,410,244,159,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452031200,428,821,184,299,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452038400,333,518,141,286,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452034800,445,734,183,328,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452042000,383,334,256,199,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452045600,300,229,215,161,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452052800,304,252,243,187,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452049200,319,224,237,177,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452056400,376,328,295,207,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452060000,660,547,396,282,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452063600,935,814,428,332,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452067200,1204,1242,472,367,Bockel,NI,A,1,53.19533776,9.2877355
3302,1452020400,1045,1260,353,360,Bockel,NI,A,1,53.19533776,9.2877355
